From	To
ENSG00000145191	H7C2X0
ENSG00000145191	Q13144
ENSG00000145194	F8WCL9
ENSG00000145194	H0Y5G8
ENSG00000145194	O60344
ENSG00000145198	E9PF42
ENSG00000145198	Q8N398
ENSG00000145214	D6RJB4
ENSG00000145214	H0Y8Q7
ENSG00000145214	H0YA20
ENSG00000145214	P52824
ENSG00000145216	H0Y8J4
ENSG00000145216	H0Y8P7
ENSG00000145216	Q6UN15
ENSG00000145220	D6RDJ1
ENSG00000145220	Q9NX58
ENSG00000145241	H0Y8J2
ENSG00000145241	H0Y9W1
ENSG00000145241	Q03188
ENSG00000145242	B7ZKJ3
ENSG00000145242	B7ZKW7
ENSG00000145242	F8VP57
ENSG00000145242	F8W9W0
ENSG00000145242	P54756
ENSG00000145246	H0Y8M7
ENSG00000145246	Q6PEW3
ENSG00000145246	Q9P241
ENSG00000145247	D6RD77
ENSG00000145247	J3KPI9
ENSG00000145247	Q56VL3
ENSG00000145248	Q96EP9
ENSG00000145284	Q86SK9
ENSG00000145293	A0A0C4DGY8
ENSG00000145293	D6RA00
ENSG00000145293	Q9UHY7
ENSG00000145331	D6R954
ENSG00000145331	Q8TBZ6
ENSG00000145331	X6REK4
ENSG00000145332	D6RGH5
ENSG00000145332	Q68DU9
ENSG00000145332	Q9P2G9
ENSG00000145335	D6RA31
ENSG00000145335	E7EPV7
ENSG00000145335	H6UYS7
ENSG00000145335	P37840
ENSG00000145337	Q96I23
ENSG00000145348	D6R950
ENSG00000145348	D6RC61
ENSG00000145348	D6RDG2
ENSG00000145348	D6RDY5
ENSG00000145348	H0Y8U7
ENSG00000145348	H0Y959
ENSG00000145348	H0YA45
ENSG00000145348	Q5HYF5
ENSG00000145348	Q8TEA7
ENSG00000145349	D6R938
ENSG00000145349	E9PBG7
ENSG00000145349	E9PF82
ENSG00000145349	H0Y9C2
ENSG00000145349	H0Y9J2
ENSG00000145349	Q13557
ENSG00000145354	D6RCF4
ENSG00000145354	I3L1N9
ENSG00000145354	Q8N5K1
ENSG00000145358	D6RD49
ENSG00000145358	D6RJ99
ENSG00000145358	Q96D03
ENSG00000145362	A0A087WZU3
ENSG00000145362	A0A0U1RQN6
ENSG00000145362	B7Z651
ENSG00000145362	D6R9U4
ENSG00000145362	D6RHC5
ENSG00000145362	D6RHE1
ENSG00000145362	D6RIY9
ENSG00000145362	E9PCH6
ENSG00000145362	E9PHW9
ENSG00000145362	H0Y8X8
ENSG00000145362	H0Y8Y2
ENSG00000145362	H0Y931
ENSG00000145362	H0Y933
ENSG00000145362	H0YAG3
ENSG00000145362	I6L894
ENSG00000145362	Q01484
ENSG00000145365	Q96CG3
ENSG00000145375	Q8NB90
ENSG00000145386	P20248
ENSG00000145388	A0A0D9SF88
ENSG00000145388	A0A0D9SFW0
ENSG00000145388	D6RBL4
ENSG00000145388	D6RD73
ENSG00000145388	Q9HCE5
ENSG00000145390	D6RF54
ENSG00000145390	H0Y8Q1
ENSG00000145390	Q70EK8
ENSG00000145391	B5MCS2
ENSG00000145391	B5MCZ8
ENSG00000145391	D6RJA0
ENSG00000145391	Q8WTS6
ENSG00000145391	V9GY19
ENSG00000145391	V9GYG1
ENSG00000145414	D6RIB3
ENSG00000145414	Q96HR8
ENSG00000145416	B7Z739
ENSG00000145416	D6REN1
ENSG00000145416	D6RGC4
ENSG00000145416	Q8TCQ1
ENSG00000145423	Q96HF1
ENSG00000145425	D6R9B6
ENSG00000145425	D6RAS7
ENSG00000145425	D6RAT0
ENSG00000145425	D6RB09
ENSG00000145425	D6RED7
ENSG00000145425	D6RG13
ENSG00000145425	D6RGE0
ENSG00000145425	D6RI02
ENSG00000145425	E9PFI5
ENSG00000145425	H0Y8L7
ENSG00000145425	H0Y9Y4
ENSG00000145425	P61247
ENSG00000145428	D6RAJ1
ENSG00000145428	D6RB06
ENSG00000145428	D6RB46
ENSG00000145428	D6RID2
ENSG00000145428	Q8N4F7
ENSG00000145431	H0Y9N2
ENSG00000145431	J3KN71
ENSG00000145431	Q9NRA1
ENSG00000145439	D6RAV8
ENSG00000145439	D6RGF2
ENSG00000145439	D6RJF4
ENSG00000145439	H0Y962
ENSG00000145439	Q8N4T8
ENSG00000145451	O75311
ENSG00000145476	Q6ZWL3
ENSG00000145494	D6RBT3
ENSG00000145494	O75380
ENSG00000145495	A0A0B4J206
ENSG00000145495	D6RHY7
ENSG00000145495	O60337
ENSG00000145526	D6RER2
ENSG00000145526	D6RIH8
ENSG00000145526	H0YAK3
ENSG00000145526	Q13634
ENSG00000145545	D6RDL6
ENSG00000145545	D6RG03
ENSG00000145545	P18405
ENSG00000145555	A0A0A0MQX1
ENSG00000145555	D6RGD1
ENSG00000145555	E9PCN3
ENSG00000145555	E9PEW5
ENSG00000145555	Q9HD67
ENSG00000145569	Q9NUU6
ENSG00000145592	D6R9X9
ENSG00000145592	D6RG19
ENSG00000145592	P61927
ENSG00000145604	A0A0A0MTL5
ENSG00000145604	D6R9R7
ENSG00000145604	D6RAG5
ENSG00000145604	D6RF40
ENSG00000145604	H0Y9I9
ENSG00000145604	Q13309
ENSG00000145623	H0Y8W9
ENSG00000145623	H0Y9E3
ENSG00000145623	H0YAD1
ENSG00000145623	Q99650
ENSG00000145632	A0A087WUH9
ENSG00000145632	Q9NYY3
ENSG00000145675	E5RGI8
ENSG00000145675	E5RHI0
ENSG00000145675	E5RJY0
ENSG00000145675	E5RK66
ENSG00000145675	H0YB27
ENSG00000145675	H0YBC2
ENSG00000145675	P27986
ENSG00000145681	D6RAK7
ENSG00000145681	D6RBS1
ENSG00000145681	D6RBX9
ENSG00000145681	D6RC59
ENSG00000145681	D6RFI7
ENSG00000145681	D6RG04
ENSG00000145681	P10915
ENSG00000145685	Q6ZUX7
ENSG00000145687	A0A087X159
ENSG00000145687	D6RAC5
ENSG00000145687	H0Y9M5
ENSG00000145687	H0Y9V4
ENSG00000145687	P81877
ENSG00000145708	D6RHH7
ENSG00000145708	P24387
ENSG00000145715	E9PGC0
ENSG00000145715	P20936
ENSG00000145721	D6RID5
ENSG00000145721	Q8N485
ENSG00000145723	Q9NXP7
ENSG00000145725	A0A087WWN8
ENSG00000145725	A0A087WZV0
ENSG00000145725	D6RBU4
ENSG00000145725	D6RFG4
ENSG00000145725	H0Y9M0
ENSG00000145725	H0Y9S9
ENSG00000145725	K7EJG8
ENSG00000145725	K7ENU7
ENSG00000145725	K7EPT7
ENSG00000145725	O43314
ENSG00000145730	D6R961
ENSG00000145730	D6RAQ2
ENSG00000145730	D6RCD5
ENSG00000145730	D6RDU2
ENSG00000145730	D6RF09
ENSG00000145730	D6RG20
ENSG00000145730	F8W8D9
ENSG00000145730	H0Y9I4
ENSG00000145730	H7BYD9
ENSG00000145730	P19021
ENSG00000145734	A0A0A0MRX7
ENSG00000145734	A6H8Y1
ENSG00000145734	H0YCV8
ENSG00000145734	H7C5U4
ENSG00000145736	D6RAW1
ENSG00000145736	D6RGC9
ENSG00000145736	Q13888
ENSG00000145736	R4GMS9
ENSG00000145736	R4GMV2
ENSG00000145740	D6REM2
ENSG00000145740	H0Y957
ENSG00000145740	H0YAH4
ENSG00000145740	Q8TAD4
ENSG00000145740	Q9BY48
ENSG00000145741	D6RDG3
ENSG00000145741	H0Y9Y1
ENSG00000145741	P20290
ENSG00000145743	H7C835
ENSG00000145743	Q9UF56
ENSG00000145779	D6RCM8
ENSG00000145779	E5RIJ3
ENSG00000145779	J3KQT8
ENSG00000145779	O95379
ENSG00000145780	Q96JP0
ENSG00000145781	D6RC04
ENSG00000145781	D6RJ90
ENSG00000145781	H0Y9N4
ENSG00000145781	Q9Y6G5
ENSG00000145782	D6RB14
ENSG00000145782	H0Y9W4
ENSG00000145782	H0YA29
ENSG00000145782	H7BYD7
ENSG00000145782	O94817
ENSG00000145794	Q96KG7
ENSG00000145817	E5RGR9
ENSG00000145817	E5RHH4
ENSG00000145817	Q969M3
ENSG00000145819	C9J6V4
ENSG00000145819	F8W8N5
ENSG00000145819	H0Y4P9
ENSG00000145819	H0Y835
ENSG00000145819	H7BZE1
ENSG00000145819	H7BZZ0
ENSG00000145819	H7C1J1
ENSG00000145819	H7C205
ENSG00000145819	H7C3P8
ENSG00000145819	Q9UNA1
ENSG00000145824	A0A0C4DGC1
ENSG00000145824	O95715
ENSG00000145832	C9JM56
ENSG00000145832	D6RFW8
ENSG00000145832	J3KQI1
ENSG00000145832	Q6ZT89
ENSG00000145833	A0A0C4DG89
ENSG00000145833	D6RJA6
ENSG00000145833	H0Y9U3
ENSG00000145833	H0YAD5
ENSG00000145833	Q7L014
ENSG00000145860	Q96MT1
ENSG00000145861	Q9BXJ5
ENSG00000145864	B7Z279
ENSG00000145864	E7EV50
ENSG00000145864	P47870
ENSG00000145868	Q6PIJ6
ENSG00000145882	D6R9J0
ENSG00000145882	E7EVZ5
ENSG00000145882	Q8NBM8
ENSG00000145901	A0A0A0MRZ4
ENSG00000145901	E7EMV7
ENSG00000145901	E7EW15
ENSG00000145901	E7EW68
ENSG00000145901	E7EWG2
ENSG00000145901	H0YC17
ENSG00000145901	Q15025
ENSG00000145907	E5RH00
ENSG00000145907	E5RH42
ENSG00000145907	E5RI46
ENSG00000145907	E5RIF8
ENSG00000145907	E5RIZ6
ENSG00000145907	E5RJU8
ENSG00000145907	Q13283
ENSG00000145908	A0A0A0MS50
ENSG00000145908	F8WE31
ENSG00000145908	Q96RE9
ENSG00000145911	O15049
ENSG00000145912	D6RC52
ENSG00000145912	D6RCB9
ENSG00000145912	H0YC83
ENSG00000145912	J3QSY4
ENSG00000145912	Q9NX24
ENSG00000145916	D6R9A2
ENSG00000145916	D6RER3
ENSG00000145916	D6RFE6
ENSG00000145916	D6RFK1
ENSG00000145916	D6RIF9
ENSG00000145916	F5H6G4
ENSG00000145916	Q96G75
ENSG00000145919	C9J8U9
ENSG00000145919	C9JNZ5
ENSG00000145919	H7C5I4
ENSG00000145919	Q96IK1
ENSG00000145920	D6R960
ENSG00000145920	D6RBA5
ENSG00000145920	D6RDN3
ENSG00000145920	D6RGY3
ENSG00000145920	D6RI05
ENSG00000145920	Q6PUV4
ENSG00000145934	F8VNQ3
ENSG00000145934	G3V106
ENSG00000145934	Q9NT68
ENSG00000145936	Q16558
ENSG00000145945	Q9Y247
ENSG00000145949	Q86YV6
ENSG00000145979	B4DK47
ENSG00000145979	Q5SZL3
ENSG00000145979	Q5SZL4
ENSG00000145979	Q5SZL5
ENSG00000145979	Q5SZL6
ENSG00000145979	Q5SZL8
ENSG00000145979	Q5SZM1
ENSG00000145979	Q5SZM2
ENSG00000145979	Q9P0N9
ENSG00000145979	U3KPS8
ENSG00000145979	U3KPY5
ENSG00000145979	U3KQ23
ENSG00000145979	U3KQD8
ENSG00000145979	U3KQQ0
ENSG00000145982	O95363
ENSG00000145982	Q5JRF7
ENSG00000145982	R4GMX6
ENSG00000145990	Q9NXC2
ENSG00000145990	S4R302
ENSG00000145996	Q5VV42
ENSG00000146005	Q9BQI7
ENSG00000146006	E5RHE5
ENSG00000146006	E5RIQ2
ENSG00000146006	O43300
ENSG00000146007	Q96NC0
ENSG00000146007	R4GMX9
ENSG00000146007	R4GNG8
ENSG00000146021	D6R9K4
ENSG00000146021	D6RH21
ENSG00000146021	Q9UH77
ENSG00000146038	H0Y784
ENSG00000146038	Q9UHG0
ENSG00000146063	A0A087X0V2
ENSG00000146063	D6REK2
ENSG00000146063	H0Y9T3
ENSG00000146063	H0YAD6
ENSG00000146063	Q8WV44
ENSG00000146066	Q9BW72
ENSG00000146067	D6RAX9
ENSG00000146067	D6RC29
ENSG00000146067	D6RDZ2
ENSG00000146067	D6REE6
ENSG00000146067	D6REQ2
ENSG00000146067	H0Y9D3
ENSG00000146067	H0Y9G1
ENSG00000146067	H0Y9J9
ENSG00000146067	H0Y9W8
ENSG00000146067	H0YCX2
ENSG00000146067	Q96PV7
ENSG00000146070	Q13093
ENSG00000146072	O75509
ENSG00000146083	D6RAW5
ENSG00000146083	D6RHW8
ENSG00000146083	H0Y9W0
ENSG00000146083	Q7L0R7
ENSG00000146085	P22033
ENSG00000146090	I6L9E5
ENSG00000146090	Q8N431
ENSG00000146094	D6R951
ENSG00000146094	D6R977
ENSG00000146094	D6RAM3
ENSG00000146094	D6RAV2
ENSG00000146094	D6RAZ9
ENSG00000146094	D6RC22
ENSG00000146094	D6RF29
ENSG00000146094	Q7L591
ENSG00000146109	Q9ULW3
ENSG00000146112	Q6NYC8
ENSG00000146122	A0A0J9YX09
ENSG00000146122	A0A0J9YYF7
ENSG00000146122	F2Z2Q2
ENSG00000146122	Q86T65
ENSG00000146143	A0A096LP51
ENSG00000146143	P49643
ENSG00000146147	D6R9R6
ENSG00000146147	D6RD42
ENSG00000146147	D6RHX6
ENSG00000146147	E2QRH6
ENSG00000146147	E9PCK9
ENSG00000146147	E9PFJ4
ENSG00000146147	H0Y8L5
ENSG00000146147	Q5VWP3
ENSG00000146151	B7Z212
ENSG00000146151	B7Z4D4
ENSG00000146151	D6RHJ2
ENSG00000146151	G5E9S9
ENSG00000146151	Q8TB92
ENSG00000146192	F8WEZ2
ENSG00000146192	H7BY95
ENSG00000146192	Q7Z6J4
ENSG00000146216	Q5TCY1
ENSG00000146216	X6R456
ENSG00000146223	Q6DKI1
ENSG00000146223	R4GMU7
ENSG00000146232	H0Y4W4
ENSG00000146232	H3BNC2
ENSG00000146232	O00221
ENSG00000146232	Q7LC14
ENSG00000146233	A0A087WTD2
ENSG00000146233	Q9NYL5
ENSG00000146242	Q13641
ENSG00000146243	Q5VVH5
ENSG00000146243	U3KQ00
ENSG00000146243	U3KQ34
ENSG00000146243	U3KQ57
ENSG00000146247	Q8WWQ0
ENSG00000146250	Q8N3Z0
ENSG00000146263	E2QRD4
ENSG00000146263	H0Y8J1
ENSG00000146263	H0YAJ2
ENSG00000146263	H9KVD7
ENSG00000146263	H9KVD8
ENSG00000146263	Q6ZRQ5
ENSG00000146267	Q5TGI0
ENSG00000146278	Q12796
ENSG00000146278	Q49A59
ENSG00000146281	Q8IYS1
ENSG00000146282	H0Y450
ENSG00000146282	Q5T160
ENSG00000146350	A2A304
ENSG00000146350	H0YBP0
ENSG00000146350	Q96NH3
ENSG00000146352	Q5SYC1
ENSG00000146360	P46095
ENSG00000146373	E5RFY6
ENSG00000146373	H0YB95
ENSG00000146373	H0YKH8
ENSG00000146373	H3BM17
ENSG00000146373	Q8TC41
ENSG00000146374	Q9BXY4
ENSG00000146376	Q8N392
ENSG00000146386	Q5SZC9
ENSG00000146386	Q9P1F3
ENSG00000146409	Q5TBJ2
ENSG00000146409	Q6NT16
ENSG00000146411	Q8TD20
ENSG00000146414	A0A0D9SFM0
ENSG00000146414	H0YBI0
ENSG00000146414	H7C2W2
ENSG00000146414	K4DI94
ENSG00000146414	Q149N8
ENSG00000146414	Q5JT88
ENSG00000146416	Q5T2H0
ENSG00000146416	Q5T2H3
ENSG00000146416	Q5T2H4
ENSG00000146416	Q5THU2
ENSG00000146416	Q9NVV5
ENSG00000146425	P63172
ENSG00000146425	Q5VTU3
ENSG00000146425	Q5VTU5
ENSG00000146426	E9PKT1
ENSG00000146426	E9PMZ8
ENSG00000146426	F5H1M3
ENSG00000146426	F5H6R0
ENSG00000146426	F5H6W6
ENSG00000146426	H0YGV1
ENSG00000146426	H7C5V6
ENSG00000146426	Q8IVF5
ENSG00000146433	Q9P2C4
ENSG00000146453	Q8NA58
ENSG00000146453	V9GYA0
ENSG00000146457	A0A087X1R4
ENSG00000146457	Q15007
ENSG00000146463	A0A0A0MSN3
ENSG00000146463	H7C1I7
ENSG00000146463	Q5VZL5
ENSG00000146469	H0Y763
ENSG00000146469	P01282
ENSG00000146476	F2Z3I8
ENSG00000146476	F5GZY1
ENSG00000146476	Q9H993
ENSG00000146477	O75751
ENSG00000146535	C9J2Y7
ENSG00000146535	E9PC54
ENSG00000146535	Q03113
ENSG00000146540	C9JQV0
ENSG00000146540	H7C0T1
ENSG00000146540	H7C2R9
ENSG00000146540	Q9BRJ6
ENSG00000146574	F8WD66
ENSG00000146574	P86790
ENSG00000146576	H7BZK9
ENSG00000146576	H7C0Q5
ENSG00000146576	Q96N11
ENSG00000146587	Q9NYW8
ENSG00000146592	C9JN33
ENSG00000146592	H0YFV2
ENSG00000146592	H9KVC5
ENSG00000146592	Q02930
ENSG00000146648	C9JYS6
ENSG00000146648	E9PFD7
ENSG00000146648	P00533
ENSG00000146648	Q504U8
ENSG00000146670	B5MBX0
ENSG00000146670	H0YCL8
ENSG00000146670	H0YCR8
ENSG00000146670	H0YCT9
ENSG00000146670	H0YCZ9
ENSG00000146670	Q96FF9
ENSG00000146674	A6XND0
ENSG00000146674	A6XND1
ENSG00000146674	B3KWK7
ENSG00000146674	C9JMX4
ENSG00000146674	H0Y485
ENSG00000146674	H0Y5K2
ENSG00000146674	P17936
ENSG00000146676	Q96QR8
ENSG00000146701	G3XAL0
ENSG00000146701	P40926
ENSG00000146701	U3KQ63
ENSG00000146707	C9J370
ENSG00000146707	C9JER0
ENSG00000146707	H7C4D5
ENSG00000146707	Q6PJE2
ENSG00000146729	C9J7B1
ENSG00000146729	C9K068
ENSG00000146729	F8WBI5
ENSG00000146729	H7C333
ENSG00000146729	O75323
ENSG00000146731	P40227
ENSG00000146733	A0A1D5RMN5
ENSG00000146733	C9JBI3
ENSG00000146733	C9JEJ7
ENSG00000146733	F8WD74
ENSG00000146733	P78330
ENSG00000146757	C9IZS8
ENSG00000146757	Q03936
ENSG00000146776	C9IZF2
ENSG00000146776	C9K0V9
ENSG00000146776	F8WDE7
ENSG00000146776	H0Y8A2
ENSG00000146776	Q9ULK2
ENSG00000146802	C9IZT1
ENSG00000146802	C9JVE9
ENSG00000146802	H7C268
ENSG00000146802	Q9H0V1
ENSG00000146826	B3KNS5
ENSG00000146826	C9JMZ9
ENSG00000146826	E9PFF9
ENSG00000146826	F8WFE0
ENSG00000146826	H7C1F8
ENSG00000146826	Q8WVR3
ENSG00000146828	C9J0I5
ENSG00000146828	C9JBD8
ENSG00000146828	C9JMQ7
ENSG00000146828	F8WEK3
ENSG00000146828	Q9BXP2
ENSG00000146830	O75420
ENSG00000146833	H7C0Q6
ENSG00000146833	Q9C037
ENSG00000146834	Q7L2J0
ENSG00000146842	C9J5K4
ENSG00000146842	C9JYX1
ENSG00000146842	Q96SK2
ENSG00000146858	Q96H79
ENSG00000146859	Q9NV12
ENSG00000146872	J3KRK0
ENSG00000146872	J3KST4
ENSG00000146872	J3KT82
ENSG00000146872	J3QLK5
ENSG00000146872	J3QQN4
ENSG00000146872	J3QR10
ENSG00000146872	J3QS44
ENSG00000146872	J3QS73
ENSG00000146872	Q86UE8
ENSG00000146909	Q5C9Z4
ENSG00000146918	F8WE06
ENSG00000146918	H0Y6U5
ENSG00000146918	Q86XI2
ENSG00000146938	A0A0A0MTH0
ENSG00000146938	Q8N0W4
ENSG00000146950	C9IZC6
ENSG00000146950	F5H3B6
ENSG00000146950	Q13796
ENSG00000146963	F8WEU3
ENSG00000146963	Q9Y383
ENSG00000146963	V9GZ75
ENSG00000146966	C9IY76
ENSG00000146966	C9IYZ8
ENSG00000146966	C9JAA0
ENSG00000146966	C9JD15
ENSG00000146966	F8WAT8
ENSG00000146966	H7C5K8
ENSG00000146966	Q9ULE3
ENSG00000147003	Q9HBJ8
ENSG00000147010	Q5JPT1
ENSG00000147010	Q5JPT2
ENSG00000147010	Q5JPT3
ENSG00000147010	Q5VSN0
ENSG00000147010	Q96B97
ENSG00000147027	Q9BQJ4
ENSG00000147036	Q6ZV70
ENSG00000147041	Q8TDW5
ENSG00000147044	O14936
ENSG00000147044	Q5JS72
ENSG00000147044	Q5JS74
ENSG00000147044	Q5JS79
ENSG00000147050	A0A087WUN6
ENSG00000147050	A0A087X0R0
ENSG00000147050	F5H5V6
ENSG00000147050	F5H6S1
ENSG00000147050	F8W8R6
ENSG00000147050	H0Y5J3
ENSG00000147050	H0Y6I7
ENSG00000147050	H0Y6V5
ENSG00000147050	H7C1F1
ENSG00000147050	O15550
ENSG00000147065	P26038
ENSG00000147065	V9GZ54
ENSG00000147099	A6NFW1
ENSG00000147099	A6NGJ7
ENSG00000147099	A6NGT0
ENSG00000147099	A6NMT1
ENSG00000147099	C9J8F0
ENSG00000147099	E7EVA8
ENSG00000147099	E7EW22
ENSG00000147099	F8WCG4
ENSG00000147099	F8WDK0
ENSG00000147099	Q9BY41
ENSG00000147100	A0A1B0GVB4
ENSG00000147100	K7ELT4
ENSG00000147100	P36021
ENSG00000147113	Q9H7Y0
ENSG00000147118	P17025
ENSG00000147119	Q9NS84
ENSG00000147121	C9J804
ENSG00000147121	C9J950
ENSG00000147121	Q5JUW0
ENSG00000147123	Q9NX14
ENSG00000147124	B1AQ29
ENSG00000147124	P51814
ENSG00000147127	D6REW8
ENSG00000147127	Q5JT25
ENSG00000147130	A6NC58
ENSG00000147130	A6NHB5
ENSG00000147130	A6NHN7
ENSG00000147130	A6NL54
ENSG00000147130	Q14202
ENSG00000147133	H0Y8N6
ENSG00000147133	H0Y9L7
ENSG00000147133	H7BY98
ENSG00000147133	H7C2K9
ENSG00000147133	P21675
ENSG00000147140	C9IZL7
ENSG00000147140	C9J4X2
ENSG00000147140	C9JJ13
ENSG00000147140	C9JYS8
ENSG00000147140	H7C367
ENSG00000147140	Q15233
ENSG00000147144	Q96HB5
ENSG00000147144	S4R3T7
ENSG00000147145	Q99677
ENSG00000147145	V9GY74
ENSG00000147155	C9J719
ENSG00000147155	C9JJ78
ENSG00000147155	Q15125
ENSG00000147162	C9JZL3
ENSG00000147162	O15294
ENSG00000147164	A0A087X0R6
ENSG00000147164	Q9UMY4
ENSG00000147174	Q96QF7
ENSG00000147180	Q9Y462
ENSG00000147202	A6NML8
ENSG00000147202	C9J6U3
ENSG00000147202	K4DI95
ENSG00000147202	O60879
ENSG00000147224	B1ALA7
ENSG00000147224	B1ALA9
ENSG00000147224	B7ZB02
ENSG00000147224	P60891
ENSG00000147231	B1AQ74
ENSG00000147231	Q6NSI4
ENSG00000147234	A0A0A0MSP7
ENSG00000147234	Q5JV73
ENSG00000147246	P28335
ENSG00000147251	A0A0J9YW64
ENSG00000147251	A0A0J9YXQ7
ENSG00000147251	A6NIW2
ENSG00000147251	Q5JSL3
ENSG00000147255	Q8N6C5
ENSG00000147257	H0Y3U6
ENSG00000147257	P51654
ENSG00000147274	H0Y6E7
ENSG00000147274	H3BNC1
ENSG00000147274	H3BR27
ENSG00000147274	H3BT71
ENSG00000147274	H3BUY5
ENSG00000147274	P38159
ENSG00000147316	A0A075B6F8
ENSG00000147316	Q8NEM0
ENSG00000147324	Q9Y4C4
ENSG00000147364	E5RFH9
ENSG00000147364	H0YBS4
ENSG00000147364	Q8TCJ0
ENSG00000147383	C9JDR0
ENSG00000147383	Q15738
ENSG00000147394	H0Y704
ENSG00000147394	H7BZT5
ENSG00000147394	H7C1R1
ENSG00000147394	O15231
ENSG00000147400	P41208
ENSG00000147403	A0A087WV22
ENSG00000147403	A6QRI9
ENSG00000147403	B8A6G2
ENSG00000147403	F8W7C6
ENSG00000147403	H7C123
ENSG00000147403	H7C2C5
ENSG00000147403	H7C2U2
ENSG00000147403	P27635
ENSG00000147403	X1WI28
ENSG00000147408	E5RGB2
ENSG00000147408	E5RGK2
ENSG00000147408	E5RJB6
ENSG00000147408	E5RK93
ENSG00000147408	Q8TDX6
ENSG00000147416	E5RGH6
ENSG00000147416	H0YAT8
ENSG00000147416	H0YC04
ENSG00000147416	H0YC45
ENSG00000147416	P21281
ENSG00000147419	B7Z2L8
ENSG00000147419	E5RI21
ENSG00000147419	G3V121
ENSG00000147419	Q0VGD4
ENSG00000147419	Q86WR0
ENSG00000147421	E5RGZ2
ENSG00000147421	E5RHH9
ENSG00000147421	H0YBM8
ENSG00000147421	H0YKJ1
ENSG00000147421	H0YLF2
ENSG00000147421	Q6NT76
ENSG00000147437	P01148
ENSG00000147439	E5RGB5
ENSG00000147439	E5RHU4
ENSG00000147439	E5RJI6
ENSG00000147439	H7BYV6
ENSG00000147439	Q9NQY0
ENSG00000147454	F8W9Q7
ENSG00000147454	H0YAT5
ENSG00000147454	Q9NYZ2
ENSG00000147457	E5RFR8
ENSG00000147457	E5RIU9
ENSG00000147457	E5RJI3
ENSG00000147457	Q8WUX9
ENSG00000147459	B9A015
ENSG00000147459	H0Y7N4
ENSG00000147459	H0YB14
ENSG00000147459	Q9H7D0
ENSG00000147465	E5RH12
ENSG00000147465	H0YB94
ENSG00000147465	P49675
ENSG00000147471	E5RFX7
ENSG00000147471	E5RFZ4
ENSG00000147471	E5RG77
ENSG00000147471	H0YBG2
ENSG00000147471	O94903
ENSG00000147475	E5RHW4
ENSG00000147475	E5RJ09
ENSG00000147475	O94905
ENSG00000147481	E5RHN6
ENSG00000147481	E5RIN0
ENSG00000147481	H0YC21
ENSG00000147481	Q9NSN8
ENSG00000147488	E5RFE8
ENSG00000147488	E5RHS3
ENSG00000147488	E5RHY1
ENSG00000147488	E5RID0
ENSG00000147488	E5RK88
ENSG00000147488	O60284
ENSG00000147509	B3KSW4
ENSG00000147509	E5RGA3
ENSG00000147509	E5RH54
ENSG00000147509	O76081
ENSG00000147526	A0A0C4DGD3
ENSG00000147526	A0A0C4DGD5
ENSG00000147526	B4E3H6
ENSG00000147526	E5RFM9
ENSG00000147526	E5RI10
ENSG00000147526	E5RIP3
ENSG00000147526	E5RJG6
ENSG00000147526	E5RJU4
ENSG00000147526	E7ET87
ENSG00000147526	E7EVI4
ENSG00000147526	H0YAY0
ENSG00000147526	H0YBT8
ENSG00000147526	O75410
ENSG00000147526	R4GMT7
ENSG00000147533	Q7Z5G4
ENSG00000147535	E9PNB1
ENSG00000147535	H0YCK0
ENSG00000147535	H0YCQ3
ENSG00000147535	H0YDY2
ENSG00000147535	Q8NEB5
ENSG00000147548	E9PKA2
ENSG00000147548	E9PKL3
ENSG00000147548	E9PQ95
ENSG00000147548	H0YE68
ENSG00000147548	Q9BZ95
ENSG00000147571	P06850
ENSG00000147576	B4DFI7
ENSG00000147576	B4DV11
ENSG00000147576	E5RFL4
ENSG00000147576	F2Z2N0
ENSG00000147576	F2Z3D8
ENSG00000147576	F2Z3E5
ENSG00000147576	Q8IWW8
ENSG00000147586	E5RFH3
ENSG00000147586	E5RFT8
ENSG00000147586	E5RGC7
ENSG00000147586	E5RK86
ENSG00000147586	H0YAT2
ENSG00000147586	H7C5V3
ENSG00000147586	Q9Y2Q9
ENSG00000147586	U3KQQ8
ENSG00000147588	E5RH45
ENSG00000147588	P02689
ENSG00000147592	Q53H82
ENSG00000147601	E5RFJ5
ENSG00000147601	E7EWM7
ENSG00000147601	P54274
ENSG00000147604	A8MUD9
ENSG00000147604	C9JIJ5
ENSG00000147604	C9JZ88
ENSG00000147604	P18124
ENSG00000147642	A0A0C4DG86
ENSG00000147642	B3KRD1
ENSG00000147642	B7Z4D2
ENSG00000147642	E9PI48
ENSG00000147642	E9PJ11
ENSG00000147642	E9PK96
ENSG00000147642	E9PL50
ENSG00000147642	E9PL66
ENSG00000147642	E9PLB9
ENSG00000147642	E9PN31
ENSG00000147642	E9PNN9
ENSG00000147642	E9PPC2
ENSG00000147642	E9PPS4
ENSG00000147642	E9PQE2
ENSG00000147642	E9PQG2
ENSG00000147642	E9PRH8
ENSG00000147642	E9PRT7
ENSG00000147642	Q9NX95
ENSG00000147649	E5RJU9
ENSG00000147649	H0YB56
ENSG00000147649	H0YBE0
ENSG00000147649	H0YBJ8
ENSG00000147649	Q86UE4
ENSG00000147650	E5RIW8
ENSG00000147650	Q9Y561
ENSG00000147654	E9PJ38
ENSG00000147654	E9PJ40
ENSG00000147654	E9PN10
ENSG00000147654	E9PND3
ENSG00000147654	O00559
